trans_hour,trans_day,trans_month,trans_year,category,age,trans_amount,state,zip,fraud_risk
19,26,2,2022,10,67,9.02,17,40202,0
19,1,7,2022,1,36,13.02,43,79539,0
23,2,12,2022,13,68,9.02,4,95528,0
18,1,10,2022,5,56,26.63,45,22853,0
15,15,3,2022,12,46,8.87,26,59448,0
21,3,12,2022,6,55,48.43,18,71232,0
2,18,3,2022,2,19,78.18,3,85086,0
0,1,10,2022,2,22,58.29,17,40077,0
12,17,3,2022,7,32,71.11,14,60091,0
23,22,3,2022,6,28,80.8,16,67529,0
23,2,12,2022,13,68,9.02,4,95528,0
18,14,2,2022,11,47,4.97,22,48174,0
0,26,1,2022,4,50,73.47,15,46143,0
7,16,1,2022,8,46,204.65,38,17041,0
20,31,3,2022,7,33,115.25,22,48438,0
2,4,3,2022,12,26,140.99,43,79085,0
7,24,2,2022,4,34,85.84,17,40914,0
9,15,3,2022,3,30,58.61,9,33710,0
3,1,8,2022,3,33,43.87,9,33967,0
23,13,1,2022,0,42,37.63,21,4555,0
12,17,3,2022,5,68,36.45,9,34120,0
23,25,3,2022,5,39,77.58,48,54418,0
6,14,1,2022,2,45,70.49,40,29939,0
12,18,1,2022,12,29,154.92,38,15324,0
16,16,3,2022,13,83,5.92,37,97014,0
20,31,3,2022,7,33,115.25,22,48438,0
14,1,7,2022,7,28,49.71,22,49826,0
16,24,2,2022,6,54,118.37,26,59542,0
23,1,5,2022,6,47,49.28,14,62067,0
14,21,1,2022,6,40,40.5,42,37132,0
1,13,1,2022,12,58,6.45,19,1330,0
22,1,4,2022,7,47,151.5,13,83646,0
8,1,11,2022,4,37,95.71,45,22719,0
12,15,3,2022,7,34,48.68,43,77007,0
4,22,3,2022,8,41,7.13,20,21208,0
22,1,8,2022,6,39,85.17,22,49854,0
23,25,3,2022,5,39,77.58,48,54418,0
23,2,4,2022,9,35,8.1,43,77412,0
23,25,3,2022,5,39,77.58,48,54418,0
13,28,1,2022,6,73,31.05,38,15449,0
5,3,6,2022,9,65,7.26,38,16048,0
19,1,8,2022,12,29,7.81,12,51632,0
20,3,6,2022,10,27,100.21,48,53120,0
20,1,6,2022,0,25,5.49,2,72042,0
2,3,4,2022,2,57,60.16,38,16239,0
9,4,7,2022,11,27,86.53,43,79085,0
1,4,4,2022,2,45,65.63,50,82221,0
1,3,2,2022,2,66,74.45,43,75236,0
16,3,7,2022,9,47,14.17,41,57374,0
7,23,2,2022,2,51,63.19,22,48221,0
8,21,3,2022,2,46,56.01,25,39211,0
15,3,4,2022,10,60,60.25,34,13615,0
16,24,1,2022,6,28,11.49,34,12419,0
7,22,2,2022,4,33,225.48,22,48438,0
5,2,4,2022,3,14,27.95,14,60958,0
3,4,7,2022,4,73,127.19,4,96038,0
16,24,2,2022,6,54,118.37,26,59542,0
7,17,3,2022,2,37,75.12,48,53129,0
0,26,1,2022,4,50,73.47,15,46143,0
11,1,5,2022,2,56,34.17,14,61560,0
8,22,1,2022,0,92,1.06,19,1612,0
0,25,1,2022,3,32,24.42,2,72583,0
15,4,7,2022,12,35,4.83,45,22213,0
14,2,4,2022,0,60,10.97,4,96037,0
5,1,11,2022,2,78,49.59,38,15665,0
15,20,3,2022,7,28,267.7,43,78584,0
12,1,5,2022,6,86,248.23,21,4074,0
10,2,3,2022,11,68,4.71,24,64726,0
13,4,5,2022,7,54,19.45,31,8323,0
23,17,3,2022,1,23,45.68,43,78214,0
19,1,1,2022,10,75,81.94,35,45860,0
19,3,3,2022,7,43,97.37,46,5733,0
18,3,10,2022,12,21,4.93,34,12534,0
14,29,1,2022,0,14,57.46,14,60958,0
6,3,4,2022,2,23,63.09,43,77327,0
6,1,6,2022,3,14,23.74,14,60958,0
10,3,11,2022,9,39,35.38,20,21790,0
13,22,2,2022,6,33,10.67,20,21872,0
23,16,2,2022,5,57,29.51,44,84735,0
21,1,3,2022,11,40,400.0,42,37132,0
21,1,7,2022,7,51,82.45,28,58765,0
14,2,5,2022,12,45,150.3,21,4616,0
2,3,6,2022,0,49,5.56,22,48202,0
13,22,2,2022,6,33,10.67,20,21872,0
13,3,9,2022,13,34,2.45,34,13361,0
17,24,3,2022,10,28,109.31,43,78584,0
4,4,4,2022,3,48,62.98,43,75092,0
21,4,3,2022,6,29,88.72,26,59710,0
18,27,3,2022,7,20,25.47,34,11217,0
8,14,3,2022,12,66,3.41,43,75236,0
5,2,5,2022,12,77,9.32,35,45342,0
2,18,3,2022,2,19,78.18,3,85086,0
4,13,3,2022,3,25,47.28,43,78631,0
18,4,4,2022,0,45,12.0,38,16314,0
4,18,2,2022,2,31,44.24,16,66941,0
21,1,3,2022,11,40,400.0,42,37132,0
11,3,10,2022,9,85,5.45,9,34112,0
10,4,6,2022,11,58,5.69,16,67556,0
8,1,8,2022,11,49,5.72,35,44857,0
1,13,1,2022,12,58,6.45,19,1330,0
10,18,3,2022,3,68,57.96,10,39897,0
15,23,2,2022,6,64,18.67,4,94971,0
17,14,1,2022,7,39,192.96,22,49854,0
18,1,3,2022,5,28,20.29,34,12419,0
8,1,7,2022,8,68,304.57,4,95528,0
16,24,1,2022,6,28,11.49,34,12419,0
6,1,11,2022,2,21,58.66,48,54487,0
8,1,11,2022,4,37,95.71,45,22719,0
12,23,1,2022,5,21,40.08,48,54487,0
8,1,11,2022,4,37,95.71,45,22719,0
9,1,4,2022,4,43,43.75,43,78248,0
18,3,3,2022,1,63,8.47,15,46702,0
3,14,3,2022,9,29,38.5,26,59710,0
10,28,2,2022,12,65,9.74,35,43760,0
12,2,12,2022,7,91,138.47,37,97476,0
4,3,3,2022,2,33,57.12,19,1843,0
15,3,8,2022,11,47,5.75,35,45331,0
0,31,1,2022,1,54,49.33,22,48154,0
10,24,3,2022,12,52,5.21,50,83120,0
20,3,5,2022,1,15,9.1,14,62668,0
7,28,1,2022,8,65,24.73,34,12910,0
19,3,3,2022,6,30,57.71,34,11955,0
16,20,2,2022,11,34,1.63,43,77007,0
16,21,3,2022,12,31,16.71,24,64114,0
14,2,4,2022,0,60,10.97,4,96037,0
4,19,3,2022,12,51,5.52,32,88325,0
9,15,3,2022,3,30,58.61,9,33710,0
20,25,3,2022,5,47,32.19,23,55128,0
14,25,1,2022,10,82,2.3,34,11419,0
10,24,2,2022,0,90,9.25,34,14445,0
12,4,6,2022,13,58,4.51,25,39653,0
15,23,1,2022,13,44,496.7,35,45051,0
21,24,2,2022,12,23,3413.05,22,49628,0
19,27,3,2022,7,23,47.97,43,77327,0
8,1,1,2022,3,24,61.74,15,46765,0
17,16,2,2022,6,86,64.04,21,4074,0
19,1,7,2022,1,36,13.02,43,79539,0
6,1,1,2022,4,44,89.52,40,29911,0
17,3,4,2022,0,46,20.63,4,92585,0
11,1,12,2022,4,54,121.94,43,76857,0
14,24,3,2022,0,30,33.64,34,11955,0
11,19,2,2022,9,72,6.17,49,25106,0
11,29,3,2022,8,40,1.85,1,35776,0
15,26,2,2022,10,50,165.61,34,14586,0
18,20,1,2022,7,43,1.53,43,78248,0
20,21,3,2022,9,31,4.64,4,92101,0
13,3,10,2022,6,26,256.09,27,28314,0
13,4,5,2022,7,54,19.45,31,8323,0
18,16,1,2022,6,84,113.39,9,34112,0
2,2,2,2022,4,37,184.64,47,99323,0
2,21,3,2022,8,29,102.22,38,15324,0
8,3,11,2022,2,38,60.02,38,18433,0
3,23,1,2022,2,39,53.47,24,63867,0
23,22,2,2022,10,24,46.7,42,37138,0
16,1,11,2022,1,34,89.53,25,39073,0
8,14,1,2022,11,53,5.15,37,97452,0
12,25,2,2022,5,43,67.46,2,72011,0
0,1,1,2022,12,54,66.21,22,49879,0
12,1,8,2022,13,29,3.91,1,35022,0
23,3,4,2022,7,26,107.2,40,29081,0
20,31,1,2022,10,15,55.21,10,31771,0
7,14,1,2022,4,34,43.13,20,21750,0
19,21,3,2022,1,33,98.99,9,33967,0
0,27,1,2022,2,60,61.29,34,13615,0
23,25,3,2022,7,63,25.32,15,47110,0
14,3,8,2022,5,21,11.24,10,30009,0
20,1,1,2022,10,66,69.54,36,73754,0
4,27,1,2022,4,59,127.56,21,4680,0
17,16,1,2022,6,23,33.91,22,49628,0
18,25,3,2022,9,42,60.14,20,20895,0
3,1,2,2022,4,52,137.47,38,17929,0
9,2,1,2022,2,30,32.14,35,45307,0
12,2,2,2022,12,35,1.02,43,75662,0
16,16,3,2022,13,83,5.92,37,97014,0
9,16,3,2022,9,27,124.5,49,24970,0
19,26,3,2022,7,91,33.87,29,68641,0
18,31,1,2022,10,49,30.34,12,52576,0
18,24,1,2022,12,20,161.25,15,46346,0
2,2,3,2022,12,63,3.69,15,47110,0
7,2,7,2022,2,43,49.33,20,20687,0
23,27,2,2022,5,39,5.7,22,49854,0
8,20,2,2022,8,48,4.42,49,24927,0
16,27,3,2022,6,33,55.2,4,94558,0
5,24,3,2022,2,63,75.23,21,4047,0
21,27,1,2022,10,45,83.14,27,28073,0
12,17,3,2022,7,32,71.11,14,60091,0
9,3,11,2022,12,68,3.36,45,22151,0
6,1,1,2022,0,72,1.9,38,16421,0
7,22,3,2022,2,48,65.39,1,36749,0
21,1,7,2022,7,51,82.45,28,58765,0
15,26,2,2022,10,50,165.61,34,14586,0
23,13,1,2022,10,60,4.98,25,39665,0
4,3,1,2022,11,32,103.03,45,24433,0
16,4,6,2022,0,48,110.95,43,76665,0
10,1,8,2022,8,35,2.84,43,77026,0
0,2,10,2022,12,32,127.37,38,19456,0
0,29,1,2022,4,54,79.71,42,38079,0
11,3,3,2022,11,51,9.89,31,7022,0
16,17,3,2022,5,60,32.99,34,14510,0
10,2,12,2022,8,28,5.03,49,24970,0
9,4,5,2022,4,27,102.48,34,13647,0
15,26,2,2022,7,39,45.39,25,39113,0
16,14,1,2022,10,19,148.1,25,38761,0
6,4,1,2022,4,38,208.93,49,25526,0
22,3,5,2022,7,72,98.16,49,25106,0
17,14,1,2022,7,39,192.96,22,49854,0
18,4,1,2022,10,75,220.53,43,76566,0
8,19,2,2022,2,69,95.94,38,15829,0
2,19,3,2022,2,56,27.06,16,67584,0
23,1,10,2022,12,20,4.57,17,42171,0
10,4,6,2022,11,58,5.69,16,67556,0
21,20,1,2022,1,41,9.59,20,21208,0
19,26,2,2022,5,39,45.27,9,33811,0
18,2,8,2022,6,31,84.86,23,56672,0
4,25,2,2022,0,58,6.88,9,33417,0
18,4,4,2022,0,45,12.0,38,16314,0
13,17,2,2022,12,19,2.42,3,85086,0
19,27,3,2022,1,27,57.8,34,13367,0
9,2,12,2022,4,47,231.84,4,95453,0
13,15,1,2022,6,38,47.88,29,68859,0
1,25,2,2022,2,57,50.89,35,43903,0
8,4,3,2022,8,51,30.73,49,26237,0
12,4,1,2022,10,67,48.0,18,70003,0
19,29,3,2022,7,37,83.56,3,85020,0
20,28,1,2022,1,20,88.52,34,11217,0
20,20,1,2022,10,30,167.2,12,52535,0
16,28,2,2022,0,45,15.82,38,16858,0
16,20,2,2022,6,64,6.2,38,16048,0
16,23,3,2022,1,52,95.72,35,44223,0
2,18,3,2022,2,19,78.18,3,85086,0
16,18,3,2022,6,29,39.68,28,58569,0
12,23,1,2022,5,21,40.08,48,54487,0
9,22,1,2022,11,92,368.34,2,72513,0
14,29,3,2022,11,31,2.72,6,6024,0
4,1,2,2022,2,56,52.37,38,16878,0
11,1,5,2022,2,56,34.17,14,61560,0
21,2,1,2022,0,33,15.45,22,48438,0
18,21,3,2022,13,54,142.9,32,87540,0
23,13,1,2022,5,51,17.73,29,68626,0
22,1,8,2022,6,39,85.17,22,49854,0
20,3,3,2022,5,41,44.92,34,10604,0
0,15,3,2022,4,39,96.01,23,55065,0
7,17,3,2022,2,37,75.12,48,53129,0
14,1,7,2022,7,28,49.71,22,49826,0
20,1,1,2022,0,19,34.5,17,42171,0
4,24,3,2022,11,87,1395.39,17,41254,0
1,25,2,2022,2,57,50.89,35,43903,0
8,3,10,2022,3,29,32.03,28,58569,0
9,1,3,2022,8,61,5.68,2,71832,0
16,18,3,2022,6,29,39.68,28,58569,0
5,2,4,2022,3,14,27.95,14,60958,0
13,29,1,2022,7,35,56.82,22,48214,0
5,2,5,2022,12,77,9.32,35,45342,0
8,2,9,2022,3,36,35.9,38,15484,0
12,22,1,2022,9,39,147.7,24,63867,0
14,14,1,2022,12,41,1.11,1,35049,0
14,30,3,2022,6,45,75.89,12,50073,0
21,31,3,2022,6,26,31.54,18,71291,0
6,4,1,2022,4,38,208.93,49,25526,0
5,20,3,2022,11,64,2.4,24,64630,0
19,3,7,2022,6,46,109.55,18,70056,0
17,4,1,2022,0,42,72.04,50,82514,0
20,2,4,2022,10,40,11.25,9,34112,0
20,4,1,2022,5,26,22.97,44,84003,0
3,25,3,2022,3,19,40.15,47,99033,0
1,13,1,2022,12,42,120.85,50,82514,0
20,4,1,2022,13,37,7.2,47,99323,0
1,3,2,2022,2,66,74.45,43,75236,0
8,4,2,2022,4,65,104.17,15,46946,0
20,1,5,2022,10,68,7.43,18,70466,0
15,4,5,2022,6,31,2.4,16,66941,0
13,16,3,2022,0,44,15.17,31,7060,0
14,18,3,2022,7,25,155.03,42,38060,0
9,2,12,2022,4,47,231.84,4,95453,0
18,31,3,2022,0,31,31.4,9,32780,0
17,19,3,2022,12,37,17.81,3,85020,0
15,4,3,2022,12,35,8.98,20,21750,0
21,25,2,2022,7,33,59.37,14,60072,0
20,2,5,2022,10,64,29.8,5,80824,0
13,28,3,2022,7,17,32.79,23,55606,0
15,3,5,2022,1,39,65.89,49,25213,0
23,30,3,2022,0,57,80.6,48,54654,0
12,21,1,2022,10,21,24.14,21,4287,0
20,30,1,2022,7,24,149.05,18,70726,0
8,1,12,2022,11,47,98.61,18,70531,0
15,28,3,2022,12,33,3.57,22,48438,0
15,26,2,2022,7,39,45.39,25,39113,0
14,25,1,2022,10,31,24.1,43,79772,0
15,23,2,2022,6,64,18.67,4,94971,0
19,1,7,2022,1,36,13.02,43,79539,0
2,2,8,2022,11,46,98.38,50,82711,0
23,16,2,2022,1,44,95.83,31,7060,0
5,2,12,2022,9,47,70.23,4,92585,0
10,2,4,2022,2,31,68.87,3,85173,0
6,3,4,2022,9,40,27.43,34,12455,0
18,28,3,2022,1,77,54.78,36,74633,0
6,30,3,2022,11,56,1.69,14,62424,0
8,24,3,2022,9,89,9.45,40,29170,0
14,15,3,2022,6,41,24.15,43,75452,0
22,3,5,2022,12,45,4.37,4,90650,0
18,1,3,2022,5,28,20.29,34,12419,0
6,3,10,2022,11,59,1.2,14,61830,0
22,17,1,2022,8,18,94.96,2,72165,0
17,28,1,2022,12,47,4.53,35,45331,0
21,1,6,2022,1,38,115.61,31,7208,0
16,4,1,2022,1,46,45.16,1,36617,0
20,3,5,2022,1,15,9.1,14,62668,0
2,3,6,2022,0,49,5.56,22,48202,0
12,15,1,2022,10,18,65.07,32,88355,0
9,4,7,2022,4,31,193.1,24,64114,0
23,30,3,2022,6,36,85.95,4,91206,0
5,22,3,2022,9,28,26.76,10,31046,0
14,3,8,2022,10,92,28.53,10,31563,0
18,14,1,2022,13,30,5.85,24,65072,0
18,2,3,2022,13,50,2.25,28,58765,0
5,17,2,2022,8,60,2.99,25,39665,0
19,4,7,2022,10,73,1.37,43,76631,0
14,25,2,2022,7,44,41.22,10,31042,0
7,2,2,2022,11,56,136.13,34,10970,0
4,4,1,2022,2,55,32.73,44,84325,0
8,22,1,2022,2,40,61.91,1,35776,0
23,2,12,2022,13,68,9.02,4,95528,0
20,29,3,2022,5,31,4.56,38,16858,0
6,3,11,2022,2,34,58.53,24,64874,0
6,1,4,2022,8,34,5.9,9,33981,0
11,3,6,2022,3,41,77.78,18,70774,0
17,28,1,2022,12,47,4.53,35,45331,0
18,2,12,2022,11,41,107.12,9,33510,0
17,28,1,2022,7,27,101.81,14,60432,0
1,4,5,2022,2,57,85.73,38,16239,0
14,1,2,2022,6,21,3.77,16,67020,0
21,15,3,2022,1,44,52.59,31,7060,0
10,28,2,2022,9,62,298.71,14,61335,0
21,4,1,2022,10,19,46.2,25,38761,0
18,20,1,2022,7,43,1.53,43,78248,0
7,19,2,2022,3,29,65.6,12,52760,0
3,4,1,2022,8,56,6.9,34,10970,0
16,1,11,2022,13,26,5.21,27,28314,0
11,29,3,2022,8,40,1.85,1,35776,0
15,20,3,2022,7,28,267.7,43,78584,0
23,27,3,2022,10,74,9.88,10,30756,0
4,1,6,2022,4,64,151.76,38,17058,0
16,17,3,2022,5,60,32.99,34,14510,0
12,16,3,2022,11,29,1.27,40,29320,0
22,15,1,2022,1,73,56.42,4,96038,0
8,1,8,2022,4,45,81.91,50,82063,0
4,1,6,2022,4,64,151.76,38,17058,0
11,4,4,2022,12,63,30.83,28,58651,0
20,20,3,2022,5,25,85.83,34,14120,0
20,30,1,2022,7,24,149.05,18,70726,0
9,15,3,2022,3,30,58.61,9,33710,0
8,14,2,2022,4,36,81.91,29,69165,0
12,2,2,2022,6,54,148.5,22,49879,0
13,4,7,2022,13,38,507.33,41,57756,0
12,15,3,2022,7,34,48.68,43,77007,0
19,26,2,2022,5,39,45.27,9,33811,0
9,4,7,2022,11,27,86.53,43,79085,0
18,4,1,2022,10,75,220.53,43,76566,0
7,1,9,2022,8,32,144.29,9,33040,0
14,18,3,2022,7,25,155.03,42,38060,0
18,18,2,2022,10,70,12.66,29,68973,0
23,14,2,2022,0,46,1.71,41,57374,0
4,16,1,2022,4,42,163.01,43,79237,0
11,18,1,2022,2,51,44.28,17,40062,0
18,16,2,2022,8,23,2.08,43,77327,0
18,26,3,2022,7,55,5.99,2,72341,0
14,3,12,2022,1,65,31.48,12,51453,0
4,19,3,2022,12,51,5.52,32,88325,0
10,29,3,2022,4,26,194.74,5,80951,0
13,1,1,2022,11,41,23.25,18,70808,0
18,2,2,2022,6,54,41.64,12,50421,0
8,16,3,2022,3,28,62.83,34,11796,0
21,14,1,2022,7,92,62.49,2,72513,0
18,14,1,2022,10,20,101.23,46,5461,0
6,27,3,2022,2,46,83.52,22,49895,0
14,3,9,2022,1,79,49.75,45,24070,0
4,1,8,2022,11,28,82.92,28,58015,0
9,20,2,2022,4,53,105.32,37,97452,0
16,18,3,2022,6,29,39.68,28,58569,0
5,3,10,2022,11,55,8.86,26,59542,0
20,13,3,2022,1,59,33.72,4,94569,0
13,4,3,2022,12,37,136.8,10,31567,0
2,3,10,2022,4,19,66.49,30,3818,0
21,16,2,2022,0,48,108.71,34,10962,0
8,2,9,2022,3,36,35.9,38,15484,0
4,27,1,2022,4,59,127.56,21,4680,0
23,17,3,2022,7,36,8.68,42,37754,0
12,28,3,2022,6,43,21.65,43,76578,0
12,26,3,2022,0,14,42.22,16,66618,0
12,4,7,2022,1,64,50.39,43,79548,0
22,28,3,2022,11,44,8.01,40,29911,0
20,22,3,2022,6,44,6.92,22,48034,0
23,28,2,2022,5,78,66.11,45,24070,0
11,3,10,2022,9,85,5.45,9,34112,0
23,3,3,2022,5,45,66.1,29,68031,0
17,1,6,2022,1,21,25.95,10,30009,0
11,13,1,2022,2,63,56.55,28,58651,0
16,3,12,2022,11,20,4.03,25,38761,0
21,3,10,2022,7,28,190.0,4,94015,0
13,22,2,2022,6,33,10.67,20,21872,0
22,21,2,2022,1,80,13.9,2,72524,0
3,25,2,2022,2,70,53.28,29,68973,0
20,24,1,2022,11,44,7.83,47,98233,0
23,18,2,2022,8,34,230.32,34,13361,0
6,1,1,2022,4,44,89.52,40,29911,0
2,3,6,2022,0,49,5.56,22,48202,0
5,14,2,2022,2,86,47.66,21,4074,0
21,1,3,2022,6,59,33.39,4,94569,0
21,3,2,2022,10,15,3.12,14,62668,0
23,17,3,2022,7,36,8.68,42,37754,0
19,1,7,2022,1,36,13.02,43,79539,0
8,21,3,2022,2,46,56.01,25,39211,0
11,13,1,2022,2,63,56.55,28,58651,0
22,1,4,2022,1,29,24.51,9,32323,0
21,1,4,2022,6,24,75.56,22,49775,0
12,28,3,2022,6,43,21.65,43,76578,0
9,1,4,2022,4,43,43.75,43,78248,0
18,4,4,2022,0,35,107.6,50,82901,0
12,4,1,2022,7,64,6.06,12,51453,0
23,27,2,2022,5,39,5.7,22,49854,0
18,2,3,2022,13,50,2.25,28,58765,0
21,1,3,2022,9,25,7.92,27,28314,0
17,3,4,2022,0,46,20.63,4,92585,0
21,3,11,2022,5,39,58.86,49,25526,0
9,16,1,2022,4,43,88.35,22,49621,0
21,3,2,2022,10,15,3.12,14,62668,0
18,27,1,2022,6,33,11.21,22,48438,0
2,19,3,2022,2,56,27.06,16,67584,0
11,15,2,2022,4,54,65.84,19,2180,0
14,26,3,2022,5,46,15.78,18,70056,0
19,27,3,2022,11,42,4.22,20,20895,0
15,31,3,2022,5,73,85.62,38,15449,0
19,3,9,2022,0,40,186.32,44,84087,0
2,3,4,2022,2,57,60.16,38,16239,0
23,13,1,2022,5,51,17.73,29,68626,0
2,4,3,2022,12,26,140.99,43,79085,0
23,18,3,2022,12,25,5.18,27,28314,0
21,3,8,2022,10,73,20.8,34,13342,0
7,17,3,2022,2,37,75.12,48,53129,0
21,1,3,2022,6,59,33.39,4,94569,0
19,14,1,2022,7,73,8.09,4,96038,0
20,1,1,2022,0,19,34.5,17,42171,0
23,3,6,2022,7,46,52.27,14,61477,0
19,19,1,2022,1,22,9.98,4,95148,0
4,18,3,2022,4,69,136.89,43,75858,0
12,13,3,2022,0,21,38.5,10,31632,0
0,1,10,2022,2,22,58.29,17,40077,0
4,1,6,2022,4,64,151.76,38,17058,0
18,3,3,2022,1,63,8.47,15,46702,0
22,3,5,2022,12,45,4.37,4,90650,0
8,15,3,2022,2,66,73.28,36,73754,0
16,2,10,2022,10,42,3.36,37,97132,0
14,1,7,2022,7,28,49.71,22,49826,0
10,14,3,2022,8,56,73.52,34,14711,0
14,30,3,2022,6,45,75.89,12,50073,0
14,2,5,2022,12,45,150.3,21,4616,0
23,17,2,2022,7,31,7.47,38,15486,0
8,21,1,2022,8,35,165.93,45,22046,0
3,15,1,2022,2,36,64.15,29,69165,0
15,1,7,2022,10,91,6.06,4,93529,0
9,3,10,2022,2,44,68.75,24,64659,0
0,29,1,2022,4,54,79.71,42,38079,0
18,4,4,2022,0,35,107.6,50,82901,0
20,1,6,2022,0,25,5.49,2,72042,0
18,28,3,2022,1,77,54.78,36,74633,0
22,1,4,2022,1,29,24.51,9,32323,0
18,1,3,2022,5,28,20.29,34,12419,0
10,4,6,2022,11,58,5.69,16,67556,0
23,13,1,2022,5,91,175.34,4,93529,0
5,1,11,2022,2,65,48.56,38,16048,0
17,16,1,2022,6,23,33.91,22,49628,0
18,1,10,2022,7,50,46.54,10,30257,0
18,23,3,2022,11,37,7.78,3,85020,0
7,22,2,2022,4,33,225.48,22,48438,0
5,28,1,2022,4,45,115.46,6,6782,0
22,4,6,2022,11,35,7.91,47,98238,0
20,18,3,2022,10,73,28.17,34,13342,0
14,30,3,2022,7,66,95.02,1,35581,0
18,4,4,2022,0,35,107.6,50,82901,0
18,2,2,2022,6,54,41.64,12,50421,0
21,1,1,2022,6,38,16.58,49,25526,0
9,22,1,2022,11,92,368.34,2,72513,0
14,2,3,2022,13,57,6.18,35,43903,0
15,3,5,2022,1,39,65.89,49,25213,0
4,2,7,2022,3,51,117.41,36,74130,0
6,31,3,2022,4,24,46.83,18,70726,0
6,3,10,2022,11,59,1.2,14,61830,0
16,16,2,2022,6,45,30.61,40,29939,0
18,18,2,2022,10,38,80.14,50,82227,0
11,1,5,2022,2,56,34.17,14,61560,0
12,16,3,2022,11,29,1.27,40,29320,0
18,4,4,2022,13,45,464.15,34,14778,0
6,3,10,2022,12,33,144.76,45,24433,0
22,2,9,2022,7,28,62.56,7,20017,0
15,31,3,2022,5,73,85.62,38,15449,0
1,26,1,2022,8,29,8.57,44,84002,0
18,2,8,2022,6,31,84.86,23,56672,0
7,2,3,2022,11,51,2.51,29,68403,0
21,3,3,2022,12,30,46.64,35,44233,0
5,14,1,2022,12,52,7.72,2,71960,0
17,24,3,2022,10,28,109.31,43,78584,0
12,3,8,2022,1,39,18.34,49,25213,0
2,20,3,2022,0,60,38.52,23,55388,0
14,3,11,2022,1,21,3.54,33,89512,0
0,28,2,2022,9,31,23.48,27,27522,0
4,4,1,2022,2,55,32.73,44,84325,0
16,2,6,2022,11,20,1.88,15,46346,0
13,28,3,2022,11,34,786.39,43,77007,0
10,4,1,2022,2,51,38.45,49,26237,0
0,2,10,2022,12,32,127.37,38,19456,0
9,3,3,2022,2,28,93.06,34,10463,0
10,4,1,2022,2,51,38.45,49,26237,0
14,3,3,2022,0,50,8.97,17,42634,0
20,19,1,2022,7,38,65.64,49,25526,0
23,13,1,2022,5,91,175.34,4,93529,0
23,17,3,2022,7,36,8.68,42,37754,0
13,28,3,2022,7,17,32.79,23,55606,0
21,31,3,2022,1,34,16.18,27,27258,0
12,18,1,2022,7,30,16.35,34,11955,0
18,31,3,2022,0,31,31.4,9,32780,0
5,2,5,2022,4,29,97.79,24,64019,0
20,1,4,2022,7,59,92.78,17,41810,0
0,19,2,2022,12,83,4.33,31,7711,0
16,31,3,2022,5,45,19.34,27,28073,0
19,27,3,2022,5,37,138.63,12,50314,0
23,3,10,2022,10,66,23.13,24,64470,0
4,1,2,2022,8,37,170.98,48,53129,0
22,18,2,2022,12,21,4.37,10,31632,0
10,25,3,2022,2,91,28.53,29,68641,0
22,29,1,2022,13,31,7.54,9,33040,0
4,13,3,2022,3,25,47.28,43,78631,0
16,24,2,2022,6,54,118.37,26,59542,0
23,2,11,2022,6,29,75.93,15,47470,0
3,26,1,2022,2,35,55.42,43,77412,0
9,15,3,2022,3,30,58.61,9,33710,0
10,4,6,2022,11,58,5.69,16,67556,0
14,18,3,2022,7,25,155.03,42,38060,0
21,1,3,2022,6,59,33.39,4,94569,0
14,30,3,2022,6,45,75.89,12,50073,0
11,17,2,2022,4,44,84.09,42,38039,0
18,31,1,2022,10,49,30.34,12,52576,0
19,25,1,2022,1,42,39.69,23,56546,0
3,14,3,2022,9,29,38.5,26,59710,0
12,3,9,2022,6,63,55.13,34,14707,0
22,27,1,2022,11,21,4.13,40,29455,0
10,2,7,2022,9,38,29.66,14,62571,0
14,27,1,2022,9,17,2.79,25,38677,0
23,27,3,2022,0,30,8.04,9,33710,0
19,27,3,2022,5,37,138.63,12,50314,0
14,2,3,2022,10,47,123.65,12,51521,0
13,2,8,2022,5,35,112.3,1,36869,0
17,26,2,2022,1,68,69.77,45,22015,0
3,1,1,2022,8,60,8.68,4,96037,0
7,2,7,2022,2,43,49.33,20,20687,0
21,2,1,2022,0,33,15.45,22,48438,0
18,14,1,2022,12,28,2.21,43,79842,0
22,28,1,2022,5,63,105.18,38,16037,0
19,2,12,2022,12,34,8.76,45,23937,0
1,3,10,2022,2,47,56.98,41,57374,0
19,29,3,2022,6,15,47.48,48,53228,0
17,27,2,2022,7,33,245.21,9,33872,0
16,2,9,2022,13,47,2.85,1,36617,0
20,18,3,2022,10,73,28.17,34,13342,0
19,30,3,2022,10,60,2.13,23,55388,0
19,19,1,2022,1,22,9.98,4,95148,0
20,1,6,2022,0,25,5.49,2,72042,0
18,28,3,2022,1,77,54.78,36,74633,0
6,3,10,2022,11,59,1.2,14,61830,0
4,18,3,2022,4,69,136.89,43,75858,0
20,1,1,2022,0,19,34.5,17,42171,0
18,4,7,2022,5,61,116.09,35,43330,0
9,23,1,2022,4,69,80.86,40,29061,0
17,25,2,2022,0,38,78.39,41,57756,0
6,16,3,2022,9,62,14.0,10,31092,0
21,24,3,2022,1,86,140.21,20,20776,0
9,23,1,2022,4,69,80.86,40,29061,0
17,19,3,2022,12,37,17.81,3,85020,0
12,22,1,2022,9,39,147.7,24,63867,0
15,28,3,2022,12,33,3.57,22,48438,0
18,14,3,2022,1,32,10.74,2,71762,0
18,19,2,2022,13,86,5.1,5,80138,0
